iter	Accuracy	Logloss
1622	0.9328553962	0.1823400271
1623	0.9328877135	0.1823154833
1624	0.9328877135	0.1822857577
1625	0.9328984859	0.1822565161
1626	0.9329146446	0.1822267608
1627	0.9329577343	0.1821938446
1628	0.9329631206	0.1821680069
1629	0.9329523481	0.1821393301
1630	0.9329146446	0.1821148053
1631	0.9329685068	0.1820879831
1632	0.9329954379	0.1820572789
1633	0.9330115965	0.1820294959
1634	0.9330331414	0.1819962752
1635	0.9330493001	0.1819645542
1636	0.9330816174	0.1819325743
1637	0.9331031622	0.1819045875
1638	0.9330600725	0.1818754306
1639	0.9331247071	0.1818454452
1640	0.9330870036	0.1818135865
1641	0.9331085485	0.1817899487
1642	0.9331139347	0.1817595483
1643	0.9331247071	0.1817332228
1644	0.9331354796	0.1817078996
1645	0.9331354796	0.1816773032
1646	0.9331677969	0.1816483223
1647	0.9332216591	0.1816182019
1648	0.9332378177	0.1815868118
1649	0.933270135	0.1815529059
1650	0.9333024523	0.1815252812
1651	0.933318611	0.1814927233
1652	0.9333347697	0.1814628877
1653	0.9333024523	0.1814300715
1654	0.9333024523	0.1813989328
1655	0.9333024523	0.1813665266
1656	0.9333724732	0.1813370262
1657	0.9333509283	0.1813057681
1658	0.9333024523	0.1812726801
1659	0.9333455421	0.1812480139
1660	0.9333563145	0.1812181551
1661	0.9333778594	0.1811862794
1662	0.9334155629	0.1811574089
1663	0.9334047905	0.1811301531
1664	0.9333940181	0.1810976149
1665	0.9334209492	0.1810640666
1666	0.9334532665	0.1810337474
1667	0.9334586527	0.1810019079
1668	0.9334371078	0.1809699061
1669	0.9334532665	0.1809429072
1670	0.9334478803	0.1809184607
1671	0.9335017424	0.1808875212
1672	0.9334963562	0.1808564295
1673	0.933539446	0.1808281577
1674	0.9335448322	0.1808009804
1675	0.9335771495	0.1807702431
1676	0.9335771495	0.1807454669
1677	0.9335609908	0.1807170508
1678	0.9335986944	0.1806985134
1679	0.9336202393	0.1806681837
1680	0.9336471703	0.1806455897
1681	0.9336956463	0.1806201544
1682	0.9336794877	0.1805932002
1683	0.9337441223	0.1805673949
1684	0.9337387361	0.1805386261
1685	0.9337710534	0.1805134717
1686	0.9337656672	0.1804855165
1687	0.933787212	0.1804562321
1688	0.9337710534	0.1804281856
1689	0.9337710534	0.1804018756
1690	0.9337925983	0.1803738351
1691	0.9337979845	0.1803447908
1692	0.9338195294	0.1803208432
1693	0.9338249156	0.180290283
1694	0.9338787778	0.1802600718
1695	0.9338464604	0.1802297982
1696	0.9338626191	0.1801967218
1697	0.9338733915	0.1801723352
1698	0.933835688	0.1801418489
1699	0.9338949364	0.1801157894
1700	0.9338787778	0.1800937108
1701	0.9338572329	0.1800662338
1702	0.9338949364	0.1800396777
1703	0.9338680053	0.1800089749
1704	0.9339272537	0.1799786873
1705	0.9339218675	0.1799520077
1706	0.9338680053	0.179923399
1707	0.9338895502	0.1798951274
1708	0.9339541848	0.1798678569
1709	0.9339918884	0.1798461656
1710	0.9339649573	0.1798183062
1711	0.933959571	0.1797941609
1712	0.9339757297	0.179765875
1713	0.933959571	0.1797397649
1714	0.9339972746	0.1797161122
1715	0.934056523	0.1796826501
1716	0.9340457505	0.179653222
1717	0.9340726816	0.179621566
1718	0.9340619092	0.1795914822
1719	0.9340834541	0.1795611698
1720	0.9340942265	0.1795364312
1721	0.9341265438	0.1795059116
1722	0.9341265438	0.179476457
1723	0.9341427025	0.1794460202
1724	0.9341588611	0.1794146598
1725	0.9341427025	0.1793847817
1726	0.9341911785	0.1793559847
1727	0.9342396544	0.1793256515
1728	0.934228882	0.1792962858
1729	0.9342611993	0.1792675954
1730	0.9342450406	0.1792357683
1731	0.9342558131	0.1792123001
1732	0.9342827442	0.1791831813
1733	0.9343258339	0.1791529715
1734	0.934352765	0.1791232116
1735	0.9343689237	0.1790964145
1736	0.9343743099	0.1790689428
1737	0.9343743099	0.1790395197
1738	0.9343689237	0.1790134058
1739	0.9344389445	0.1789851442
1740	0.9344173996	0.1789574252
1741	0.9344604894	0.1789281427
1742	0.9345143516	0.1789032087
1743	0.9344981929	0.1788742045
1744	0.9344928067	0.1788478063
1745	0.9345358965	0.1788184575
1746	0.9345305102	0.178790634
1747	0.9345520551	0.1787602822
1748	0.9345520551	0.1787324181
1749	0.9345520551	0.1787042017
1750	0.9345143516	0.1786745358
1751	0.934525124	0.1786537509
1752	0.9345358965	0.1786263453
1753	0.9345843724	0.1785959078
1754	0.9345789862	0.178566191
1755	0.9345951449	0.1785429408
1756	0.9346059173	0.1785140246
1757	0.9346166897	0.1784915559
1758	0.9346274622	0.1784588732
1759	0.9346274622	0.17842947
1760	0.9346490071	0.1784057272
1761	0.9346705519	0.1783761473
1762	0.934697483	0.1783473593
1763	0.9346759381	0.1783154747
1764	0.9347082555	0.178289708
1765	0.9347028692	0.1782607927
1766	0.9347190279	0.1782342446
1767	0.9348052074	0.1782076845
1768	0.9348052074	0.1781802039
1769	0.9348213661	0.1781558503
1770	0.9348590696	0.1781241732
1771	0.9349021593	0.1780968437
1772	0.934918318	0.1780698111
1773	0.9349506353	0.178038991
1774	0.9349721802	0.1780083709
1775	0.9349560215	0.1779785418
1776	0.9349560215	0.1779514411
1777	0.9349452491	0.1779222723
1778	0.9349775664	0.1778996741
1779	0.9349775664	0.177870909
1780	0.9349883388	0.1778476957
1781	0.9350098837	0.177822877
1782	0.9349991113	0.1777949888
1783	0.9350044975	0.1777684288
1784	0.9350475872	0.1777430028
1785	0.9350475872	0.1777114304
1786	0.935090677	0.1776864852
1787	0.9350691321	0.1776621974
1788	0.9351068357	0.177632205
1789	0.9350691321	0.1776046011
1790	0.9350637459	0.1775780053
1791	0.9351337667	0.177552528
1792	0.9351445392	0.1775247779
1793	0.93521456	0.1774958406
1794	0.9352522636	0.1774643499
1795	0.9352522636	0.1774377112
1796	0.9352738084	0.1774059741
1797	0.935263036	0.1773779256
1798	0.9352684222	0.1773497541
1799	0.9352684222	0.1773219998
1800	0.9353168982	0.1772976719
1801	0.9353276706	0.1772686521
1802	0.9352522636	0.1772411181
1803	0.935311512	0.1772127698
1804	0.9353168982	0.1771855061
1805	0.9353168982	0.1771605381
1806	0.9353546017	0.1771286515
1807	0.9353438293	0.1770987255
1808	0.9353546017	0.1770719241
1809	0.9353707604	0.177041809
1810	0.9353438293	0.1770183197
1811	0.9353815328	0.1769935452
1812	0.935386919	0.1769665954
1813	0.9353815328	0.1769391178
1814	0.9354138501	0.1769121152
1815	0.935435395	0.1768856091
1816	0.9354461674	0.1768596251
1817	0.935483871	0.1768289715
1818	0.9355000296	0.1768009653
1819	0.9355054158	0.1767761926
1820	0.9355000296	0.1767495273
1821	0.9355485056	0.176724094
1822	0.935559278	0.1767002262
1823	0.935559278	0.1766741868
1824	0.9355754367	0.1766466288
1825	0.9356023678	0.1766215638
1826	0.9355969816	0.1765969837
1827	0.9356023678	0.1765680371
1828	0.9356185264	0.1765423531
1829	0.9356777748	0.1765146668
1830	0.93565623	0.1764852057
1831	0.9356831611	0.1764631708
1832	0.9356723886	0.176436293
1833	0.9357262508	0.1764090202
1834	0.935731637	0.1763795153
1835	0.9357424095	0.1763541999
1836	0.9357531819	0.1763266019
1837	0.9357424095	0.1762992956
1838	0.9357477957	0.1762680501
1839	0.9357370233	0.1762402542
1840	0.9357854992	0.1762143115
1841	0.935780113	0.1761882544
1842	0.9358232028	0.1761577574
1843	0.9358124303	0.1761295245
1844	0.9358070441	0.1761042924
1845	0.9358339752	0.1760761322
1846	0.9358609063	0.1760574566
1847	0.9358824512	0.1760272861
1848	0.9359201547	0.1760050438
1849	0.9359201547	0.175974036
1850	0.9359632444	0.1759474184
1851	0.9359632444	0.1759228466
1852	0.9359901755	0.1758960626
1853	0.935952472	0.1758682902
1854	0.9359470858	0.1758349608
1855	0.9359416996	0.1758139956
1856	0.9359632444	0.1757881512
1857	0.935952472	0.1757618752
1858	0.9360332653	0.1757318124
1859	0.9360978999	0.1757095486
1860	0.9360655826	0.1756822709
1861	0.9361140586	0.1756559472
1862	0.9361302172	0.1756294836
1863	0.9361140586	0.1756029733
1864	0.936124831	0.175579446
1865	0.9361356034	0.1755528437
1866	0.9361409897	0.1755244942
1867	0.9361356034	0.1754971217
1868	0.9361517621	0.1754692878
1869	0.9362163967	0.1754447835
1870	0.9362379416	0.1754137731
1871	0.9362002381	0.1753885736
1872	0.9362325554	0.1753635815
1873	0.9362648727	0.175336364
1874	0.9362433278	0.1753135611
1875	0.9362648727	0.1752890647
1876	0.9362756451	0.1752672511
1877	0.9363079624	0.1752387459
1878	0.9363618246	0.1752146476
1879	0.9363672109	0.1751892441
1880	0.9364049144	0.1751643968
1881	0.9363941419	0.1751366671
1882	0.9363995282	0.1751139886
1883	0.9363887557	0.1750889385
1884	0.936421073	0.1750629809
1885	0.9364749352	0.1750337307
1886	0.9364857077	0.1750072571
1887	0.9364857077	0.1749811669
1888	0.9365234112	0.1749546205
1889	0.9364910939	0.1749236434
1890	0.9365234112	0.1748958699
1891	0.9365234112	0.1748698869
1892	0.936518025	0.1748445434
1893	0.9365395699	0.1748200779
1894	0.9365341836	0.1747935954
1895	0.9365718872	0.1747664289
1896	0.9365988183	0.1747374892
1897	0.9365772734	0.1747100767
1898	0.9366095907	0.1746866711
1899	0.9365880458	0.1746630827
1900	0.9365611147	0.174636329
1901	0.936593432	0.1746104825
1902	0.936593432	0.1745827267
1903	0.9366149769	0.1745618376
1904	0.9366365218	0.1745343403
1905	0.9366526805	0.174506715
1906	0.9366849978	0.1744799979
1907	0.9366849978	0.1744557116
1908	0.9367119289	0.1744302544
1909	0.9367065426	0.1744018807
1910	0.9367550186	0.1743749156
1911	0.9367065426	0.174346304
1912	0.9367334737	0.1743147489
1913	0.93673886	0.1742891034
1914	0.9367550186	0.1742621718
1915	0.9367873359	0.1742353749
1916	0.9367765635	0.1742089664
1917	0.9367873359	0.1741799849
1918	0.9367604048	0.1741520132
1919	0.9367442462	0.1741313337
1920	0.9367927221	0.174108963
1921	0.9368250395	0.1740880995
1922	0.936862743	0.1740626753
1923	0.9368681292	0.1740357893
1924	0.9368411981	0.1740077156
1925	0.9368411981	0.1739770043
1926	0.9369273776	0.1739471131
1927	0.9369435363	0.1739191057
1928	0.9369704674	0.1738899509
1929	0.9369812398	0.1738629412
1930	0.936986626	0.1738334328
1931	0.9369973985	0.1738075089
1932	0.9370135571	0.1737792604
1933	0.937035102	0.1737538336
1934	0.9370781917	0.173725522
1935	0.9370943504	0.1737028688
1936	0.9371158953	0.1736756823
1937	0.9371266677	0.1736486436
1938	0.9371643712	0.1736180934
1939	0.937158985	0.173589576
1940	0.9371051228	0.1735611381
1941	0.9370943504	0.1735338215
1942	0.9371266677	0.1735071904
1943	0.9371105091	0.1734831009
1944	0.9371913023	0.173456813
1945	0.9372128472	0.1734269202
1946	0.9372020748	0.1733987443
1947	0.9372020748	0.1733735408
1948	0.9372236196	0.1733433197
1949	0.9372667094	0.1733126633
1950	0.9372990267	0.1732871927
1951	0.9373205716	0.1732653967
1952	0.9373097991	0.1732397631
1953	0.9373097991	0.1732110008
1954	0.9373151854	0.1731864503
1955	0.937331344	0.1731592721
1956	0.9373582751	0.1731374099
1957	0.9373421165	0.1731129631
1958	0.9373852062	0.1730875097
1959	0.9374229097	0.1730590578
1960	0.9374175235	0.1730374998
1961	0.9374013649	0.173008272
1962	0.9374013649	0.1729836285
1963	0.9374444546	0.1729612808
1964	0.9374390684	0.1729370501
1965	0.9374498408	0.1729140594
1966	0.9374659995	0.1728897933
1967	0.9374552271	0.1728635671
1968	0.9374659995	0.1728386493
1969	0.9374175235	0.1728135014
1970	0.9374552271	0.1727879779
1971	0.9374983168	0.1727613019
1972	0.9375090892	0.1727321506
1973	0.9375575652	0.1727057897
1974	0.9375467928	0.1726818177
1975	0.9375898825	0.1726522868
1976	0.9375791101	0.1726305244
1977	0.9375737239	0.1726060001
1978	0.9375629514	0.1725770666
1979	0.9375952687	0.1725497775
1980	0.9375844963	0.172525085
1981	0.9376168136	0.1724975782
1982	0.9376275861	0.172476584
1983	0.9376383585	0.1724541665
1984	0.9376437447	0.1724246712
1985	0.9376706758	0.1723972688
1986	0.9376437447	0.1723683708
1987	0.9376383585	0.1723441613
1988	0.9376491309	0.1723190043
1989	0.9376706758	0.1722934242
1990	0.9376976069	0.1722660449
1991	0.9377191518	0.1722421169
1992	0.9377460829	0.1722130359
1993	0.937773014	0.1721854971
1994	0.937724538	0.1721588545
1995	0.9377460829	0.1721365342
1996	0.9377514691	0.1721139147
1997	0.9377299242	0.1720891115
1998	0.937724538	0.1720623777
1999	0.9377406967	0.1720350402
2000	0.9377784002	0.1720082966
2001	0.9377784002	0.1719831069
2002	0.9377999451	0.1719570989
2003	0.9377999451	0.1719348414
2004	0.9378538072	0.1719110352
2005	0.9378591935	0.1718870616
2006	0.9378861246	0.1718624206
2007	0.937896897	0.1718390339
2008	0.9379184419	0.1718124192
2009	0.9379238281	0.1717867786
2010	0.9379830765	0.1717588621
2011	0.9379615316	0.171731162
2012	0.9380261663	0.1717066871
2013	0.9380153938	0.1716895832
2014	0.9380261663	0.1716650882
2015	0.9379723041	0.1716393597
2016	0.9379992352	0.1716120776
2017	0.9380046214	0.171583567
2018	0.9379830765	0.1715574582
2019	0.9380100076	0.1715320949
2020	0.9379884627	0.1715012604
2021	0.9380261663	0.1714771219
2022	0.9380423249	0.1714511133
2023	0.9380261663	0.1714235464
2024	0.9380261663	0.1714002422
2025	0.9380800284	0.1713742651
2026	0.938069256	0.1713524554
2027	0.9380961871	0.1713221324
2028	0.9380961871	0.1713006847
2029	0.9381069595	0.1712746948
2030	0.9381338906	0.1712490948
2031	0.9381554355	0.171223888
2032	0.9381715942	0.1711981955
2033	0.938193139	0.1711702391
2034	0.9382146839	0.1711422507
2035	0.9382254563	0.171114322
2036	0.9382685461	0.1710946469
2037	0.9382362288	0.1710724067
2038	0.938241615	0.1710507722
2039	0.9382470012	0.1710229017
2040	0.938241615	0.1710004264
2041	0.9382523874	0.1709752679
2042	0.9382577737	0.170949003
2043	0.9382685461	0.1709195045
2044	0.9383170221	0.1708979711
2045	0.9383331807	0.1708716945
2046	0.9383224083	0.1708452746
2047	0.938290091	0.1708222832
2048	0.9383224083	0.1707961736
2049	0.9383601118	0.1707697566
2050	0.9383816567	0.1707422946
2051	0.938413974	0.1707164981
2052	0.9383924291	0.1706913608
2053	0.9384409051	0.1706697289
2054	0.9384516775	0.1706446393
2055	0.93846245	0.1706200862
2056	0.9384786086	0.1705990471
2057	0.9384893811	0.1705766789
2058	0.9385324708	0.1705502553
2059	0.9385270846	0.1705248448
2060	0.9385540157	0.1705024969
2061	0.9385594019	0.1704789964
2062	0.9385324708	0.1704538676
2063	0.9385540157	0.1704331119
2064	0.9385755606	0.1704048704
2065	0.9385647881	0.1703821797
2066	0.9386078779	0.1703570774
2067	0.9386186503	0.1703322126
2068	0.938634809	0.1703047919
2069	0.9386401952	0.1702821575
2070	0.9386563539	0.1702578046
2071	0.9386940574	0.1702309826
2072	0.938710216	0.1702052664
2073	0.9386671263	0.1701816307
2074	0.9386886712	0.1701563781
2075	0.9386563539	0.1701265118
2076	0.9386455814	0.1700997555
2077	0.9386725125	0.170076253
2078	0.9386671263	0.1700507945
2079	0.9386725125	0.1700258124
2080	0.9387209885	0.170002762
2081	0.9387209885	0.1699787868
2082	0.9387263747	0.1699557165
2083	0.9387479196	0.1699281716
2084	0.9387694644	0.1699042652
2085	0.9387910093	0.1698787776
2086	0.9388017818	0.1698566892
2087	0.9388233266	0.1698335565
2088	0.9388394853	0.169807542
2089	0.9388718026	0.169785357
2090	0.938882575	0.169757288
2091	0.938931051	0.1697304783
2092	0.9389202786	0.1697077952
2093	0.9389148924	0.1696869092
2094	0.9389364372	0.1696635084
2095	0.9389579821	0.169639785
2096	0.9389418235	0.1696195971
2097	0.9389902994	0.1695961169
2098	0.9390010719	0.1695695552
2099	0.9390387754	0.1695460764
2100	0.9390710927	0.1695220058
2101	0.9390710927	0.1694982135
2102	0.9390764789	0.1694791856
2103	0.9390980238	0.1694521888
2104	0.939028003	0.1694268772
2105	0.9390603203	0.1693996508
2106	0.9390603203	0.1693756123
2107	0.9390657065	0.1693506661
2108	0.9390872514	0.1693235704
2109	0.9391195687	0.1693007676
2110	0.9391357273	0.169274142
2111	0.9391572722	0.1692543616
2112	0.9391357273	0.1692299345
2113	0.939151886	0.1692093314
2114	0.9391572722	0.1691873492
2115	0.9391949757	0.1691596429
2116	0.9391895895	0.1691332567
2117	0.939227293	0.1691097454
2118	0.9392165206	0.1690890301
2119	0.9392219068	0.1690601659
2120	0.9392542241	0.169038096
2121	0.9393027001	0.1690143952
2122	0.9392973139	0.1689902326
2123	0.9393027001	0.1689691537
2124	0.9393404036	0.1689442084
2125	0.9393350174	0.1689178794
2126	0.9393457899	0.1688941726
2127	0.939324245	0.1688676118
2128	0.9393296312	0.1688453356
2129	0.9393350174	0.1688218824
2130	0.9393888796	0.1687945889
2131	0.9393619485	0.1687691022
2132	0.9393888796	0.1687471376
2133	0.9394104245	0.1687211244
2134	0.9394158107	0.1686976727
2135	0.9394319694	0.1686755796
2136	0.9394535142	0.1686497996
2137	0.9394535142	0.1686187783
2138	0.9394858316	0.1685904176
2139	0.9394858316	0.1685634867
2140	0.9395073764	0.168540797
2141	0.9395343075	0.1685153257
2142	0.9395235351	0.1684901335
2143	0.9395396937	0.1684634472
2144	0.9395127626	0.1684380248
2145	0.9395235351	0.1684107928
2146	0.9394804453	0.1683858305
2147	0.9395235351	0.1683587748
2148	0.9395989421	0.1683333847
2149	0.9395935559	0.1683098067
2150	0.9395881697	0.1682845613
2151	0.9396043284	0.1682596376
2152	0.9395881697	0.1682343695
2153	0.9395881697	0.1682156552
2154	0.9396097146	0.1681937165
2155	0.9396581906	0.1681661055
2156	0.9396743492	0.1681381438
2157	0.9396581906	0.1681112863
2158	0.9396851216	0.1680854695
2159	0.9397066665	0.1680615421
2160	0.9397120527	0.1680362313
2161	0.9396851216	0.1680109991
2162	0.9397282114	0.1679832351
2163	0.939717439	0.1679580093
2164	0.9397497563	0.1679353993
2165	0.9397335976	0.167909129
2166	0.9397766874	0.1678826249
2167	0.9397766874	0.1678557417
2168	0.9397766874	0.1678325381
2169	0.9397443701	0.1678069996
2170	0.9397335976	0.1677866757
2171	0.9397389838	0.16776976
2172	0.9397066665	0.1677453968
2173	0.9397443701	0.1677238212
2174	0.9397874598	0.1677001646
2175	0.9398305496	0.1676765008
2176	0.939841322	0.1676520087
2177	0.9398305496	0.1676247919
2178	0.9398305496	0.1676009863
2179	0.9398143909	0.1675794336
2180	0.9398467082	0.1675586205
2181	0.9398628669	0.1675388357
2182	0.9398844117	0.1675119196
2183	0.9398628669	0.1674899839
2184	0.9398682531	0.1674669191
2185	0.9398467082	0.1674414115
2186	0.9398951842	0.1674183697
2187	0.9399328877	0.1673920738
2188	0.9399490464	0.1673666557
2189	0.939965205	0.1673410302
2190	0.9399382739	0.1673162155
2191	0.9399598188	0.1672911714
2192	0.9399598188	0.1672691766
2193	0.9399921361	0.1672412986
2194	0.9400244534	0.1672157402
2195	0.9400190672	0.167189283
2196	0.9400298397	0.1671672417
2197	0.9400244534	0.1671460899
2198	0.9400244534	0.167122977
2199	0.9400352259	0.1670984767
2200	0.9400459983	0.1670733525
2201	0.9400406121	0.1670482237
2202	0.9400406121	0.1670250684
2203	0.9400783156	0.1669994959
2204	0.9401160192	0.1669771945
2205	0.9400729294	0.1669557095
2206	0.9400837018	0.1669335782
2207	0.9401429502	0.1669090777
2208	0.94018604	0.1668840034
2209	0.9401537227	0.1668617849
2210	0.9401321778	0.1668369561
2211	0.9401429502	0.1668119998
2212	0.940137564	0.1667873466
2213	0.9401537227	0.166765501
2214	0.940137564	0.1667372256
2215	0.9401806538	0.1667118284
2216	0.9401914262	0.1666881332
2217	0.9402021987	0.1666636171
2218	0.94018604	0.166638685
2219	0.9402399022	0.1666185032
2220	0.9402722195	0.1665912098
2221	0.9402560608	0.1665680034
2222	0.9402776057	0.1665438184
2223	0.9402776057	0.166522599
2224	0.9403368541	0.1664990955
2225	0.9403691714	0.1664776509
2226	0.9403260817	0.1664546715
2227	0.9403260817	0.166429445
2228	0.9403691714	0.1664069002
2229	0.9403907163	0.1663835747
2230	0.9404230336	0.1663542641
2231	0.9404338061	0.1663311309
2232	0.9404607372	0.1663084658
2233	0.940482282	0.1662819141
2234	0.9404876683	0.1662571535
2235	0.9405092131	0.166236637
2236	0.9405038269	0.1662172911
2237	0.9405038269	0.1661917006
2238	0.9405253718	0.1661670451
2239	0.9405630753	0.1661411479
2240	0.9405630753	0.1661200554
2241	0.9405900064	0.1660967575
2242	0.940530758	0.1660723391
2243	0.9405630753	0.1660507865
2244	0.9405953926	0.1660307351
2245	0.9406061651	0.1660083187
2246	0.9406169375	0.1659820211
2247	0.9406438686	0.1659619368
2248	0.9406654135	0.1659395996
2249	0.9406600273	0.1659132003
2250	0.9406707997	0.1658871405
2251	0.9406654135	0.1658592324
2252	0.9406707997	0.1658312087
2253	0.940703117	0.1658081138
2254	0.9407354343	0.1657851594
2255	0.940751593	0.1657613155
2256	0.9407569792	0.1657369552
2257	0.9407731378	0.1657153593
2258	0.9407731378	0.1656902283
2259	0.9407946827	0.1656699226
2260	0.9407946827	0.1656457686
2261	0.9408162276	0.1656189028
2262	0.9408377725	0.1655932153
2263	0.9408593174	0.1655707469
2264	0.9408593174	0.1655454612
2265	0.9408808622	0.1655183877
2266	0.9408808622	0.1654916463
2267	0.9409131795	0.1654642267
2268	0.9409185658	0.1654412588
2269	0.9408970209	0.1654150245
2270	0.9409293382	0.1653899639
2271	0.9408916347	0.1653685797
2272	0.9408916347	0.1653438013
2273	0.9409077933	0.165320009
2274	0.9409293382	0.165303267
2275	0.9408916347	0.1652814435
2276	0.9408916347	0.1652576859
2277	0.9409347244	0.1652334668
2278	0.9409347244	0.1652123458
2279	0.9409670417	0.1651861932
2280	0.9409454969	0.1651632259
2281	0.9409724279	0.1651406834
2282	0.9409616555	0.165119028
2283	0.9409616555	0.1650940411
2284	0.9410047453	0.1650671424
2285	0.9410101315	0.165042211
2286	0.9410316764	0.1650168928
2287	0.9410532212	0.1649931127
2288	0.9411016972	0.1649725317
2289	0.9411232421	0.1649476502
2290	0.941096311	0.1649195887
2291	0.9410909248	0.1648934358
2292	0.9411178559	0.1648748583
2293	0.9411340145	0.1648483922
2294	0.9411394007	0.1648272183
2295	0.9411447869	0.1648067029
2296	0.9411447869	0.1647880563
2297	0.9411663318	0.1647640319
2298	0.9411932629	0.1647415451
2299	0.9411663318	0.1647148894
2300	0.9411824905	0.164695492
2301	0.9412148078	0.1646709795
2302	0.941220194	0.1646526577
2303	0.9412040354	0.1646330185
2304	0.9412309664	0.164609662
2305	0.9412148078	0.1645842928
2306	0.9412309664	0.1645603764
2307	0.9412255802	0.1645368198
2308	0.9412040354	0.1645137808
2309	0.9412255802	0.1644895213
2310	0.9412148078	0.1644684585
2311	0.94126867	0.1644440334
2312	0.9413009873	0.1644181938
2313	0.94126867	0.1643937697
2314	0.9413117597	0.1643735392
2315	0.9413333046	0.1643461667
2316	0.9413871668	0.1643229062
2317	0.941392553	0.1642992215
2318	0.9413979392	0.1642745534
2319	0.9414625739	0.1642495283
2320	0.9414625739	0.1642274305
2321	0.9414248703	0.1642051159
2322	0.9414087117	0.1641814554
2323	0.9414087117	0.1641586028
2324	0.9414733463	0.1641355687
2325	0.9414625739	0.1641128009
2326	0.9414679601	0.1640911648
2327	0.9415002774	0.1640672959
2328	0.9415110498	0.1640430107
2329	0.9415487534	0.1640180125
2330	0.9415756845	0.1639939502
2331	0.9415756845	0.1639716282
2332	0.9415487534	0.1639493941
2333	0.9415756845	0.1639268685
2334	0.9415810707	0.1639044258
2335	0.9415864569	0.1638801186
2336	0.9415972293	0.1638570011
2337	0.9415972293	0.1638330053
2338	0.9416295466	0.1638079745
2339	0.9416295466	0.163785077
2340	0.9416026155	0.163762904
2341	0.941613388	0.1637432026
2342	0.9416187742	0.1637210971
2343	0.9416241604	0.1636956362
2344	0.9416726364	0.1636718965
2345	0.9416780226	0.1636480693
2346	0.9417211124	0.1636231719
2347	0.9417264986	0.1635988117
2348	0.9417534297	0.1635752161
2349	0.9417426572	0.163551092
2350	0.9417049537	0.1635303236
2351	0.9417642021	0.1635099759
2352	0.9417534297	0.1634891297
2353	0.9417911332	0.1634708317
2354	0.9418180643	0.1634436577
2355	0.9418449954	0.1634184644
2356	0.9418611541	0.163398831
2357	0.9418396092	0.1633733006
2358	0.9418449954	0.1633474968
2359	0.9418719265	0.1633227105
2360	0.9418557678	0.1633008656
2361	0.9418880851	0.1632796975
2362	0.9418934714	0.163255838
2363	0.9419365611	0.1632351555
2364	0.9419257887	0.1632083063
2365	0.9419204025	0.1631834772
2366	0.9418934714	0.1631592536
2367	0.9419042438	0.163136938
2368	0.9419150162	0.1631078811
2369	0.9419204025	0.1630841681
2370	0.9419527198	0.1630606024
2371	0.9419742646	0.1630392304
2372	0.941958106	0.1630147695
2373	0.9420011957	0.1629863648
2374	0.942006582	0.1629702594
2375	0.942006582	0.1629510272
2376	0.9419904233	0.1629285579
2377	0.9419796509	0.1629051831
2378	0.9419742646	0.1628803681
2379	0.9420281268	0.1628550444
2380	0.9420658304	0.1628297821
2381	0.9420927615	0.1628054318
2382	0.9420981477	0.1627828189
2383	0.9420873752	0.1627623224
2384	0.9420927615	0.1627422154
2385	0.942130465	0.1627166995
2386	0.9421681685	0.1626912223
2387	0.9421843272	0.162668672
2388	0.9421627823	0.1626456209
2389	0.9421735547	0.1626260758
2390	0.9422004858	0.1626034864
2391	0.9422220307	0.1625803756
2392	0.9422112583	0.1625577535
2393	0.9422489618	0.1625372001
2394	0.9422651205	0.1625140577
2395	0.9422866653	0.162492338
2396	0.9422920516	0.1624693283
2397	0.9422974378	0.1624454121
2398	0.9423243689	0.1624226322
2399	0.9423405275	0.1623955036
2400	0.9423082102	0.1623758937
2401	0.9422866653	0.1623553502
2402	0.9422651205	0.1623316674
2403	0.9422758929	0.1623091559
2404	0.9422866653	0.1622866257
2405	0.9423351413	0.1622625831
2406	0.9423513	0.1622407112
2407	0.9423566862	0.1622216566
2408	0.9424159346	0.1621981665
2409	0.9424374795	0.1621735871
2410	0.9424320932	0.1621562471
2411	0.942475183	0.1621359294
2412	0.9425021141	0.1621137162
2413	0.9424805692	0.1620926335
2414	0.942475183	0.1620694693
2415	0.9424644106	0.1620503907
2416	0.9425075003	0.1620277863
2417	0.9425075003	0.162003877
2418	0.9425021141	0.1619827908
2419	0.9425182727	0.1619558267
2420	0.9425505901	0.1619316875
2421	0.9425505901	0.1619089286
2422	0.9425290452	0.1618888256
2423	0.9425667487	0.1618670267
2424	0.9425775212	0.1618416855
2425	0.9425829074	0.1618167383
2426	0.9426259971	0.1617912649
2427	0.9426259971	0.1617703324
2428	0.9426529282	0.1617495185
2429	0.9426690869	0.1617240402
2430	0.9427067904	0.1617028959
2431	0.9427067904	0.1616796811
2432	0.9427121766	0.1616593206
2433	0.9427067904	0.1616373914
2434	0.9427175628	0.1616157045
2435	0.9427444939	0.1615917801
2436	0.9427391077	0.161570786
2437	0.9427875837	0.1615501468
2438	0.9427983561	0.1615256472
2439	0.9428145148	0.1615060694
2440	0.9428037423	0.1614825045
2441	0.942819901	0.1614579963
2442	0.9428629908	0.1614329395
2443	0.9429114667	0.1614092316
2444	0.9429545565	0.1613886058
2445	0.9429276254	0.1613646343
2446	0.9429330116	0.1613458078
2447	0.9429330116	0.1613262649
2448	0.9429276254	0.1613031017
2449	0.9429168529	0.1612782144
2450	0.9429330116	0.1612570373
2451	0.9429222392	0.1612343853
2452	0.9429222392	0.1612154485
